,process_number,decision_type,document_href,judgement_date,decision_text,judging_body,judge,district,justice_secret,publication_date
152,0038641-07.2021.8.16.00001,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563f669fc750a1d679cc24ca277cc503138b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
16ª CÂMARA CÍVEL",16ª Câmara Cível,Cristiane Santos Leite,Curitiba,False,20230109
153,0060930-94.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925638b6401829768b005a50b6147d9c2b063b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
11ª CÂMARA CÍVEL",11ª Câmara Cível,Ruy Muggiati,Curitiba,False,20230109
154,0001879-93.2014.8.16.00781,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918c768acadf68da229ec54ac705a3b031efa909f8bf88bec55,20230109,RECURSO INOMINADO. CUMPRIMENTO DE SENTENÇA. DECISÃO QUE NÃO COLOCA FIM AOS EMBARGOS À EXECUÇÃO. DETERMINADA A JUNTADA DE EXTRATO PARA A ELABORAÇÃO DO CÁLCULO PARA LIQUIDAÇÃO DA SENTENÇA. ORIENTAÇÃO 143 DO FONAJE. DECISÃO DE NATUREZA INTERLOCUTÓRIA. Recurso não conhecido.,5ª Turma Recursal dos Juizados Especiais,Fernanda de Quadros Jorgensen Geronasso,Curiúva,False,20230109
155,0017029-17.2017.8.16.0044,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563ef9d92ed2123909d5bce1bf63ddea135b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
20ª CÂMARA CÍVEL",9ª Câmara Cível,Luiz Henrique Miranda,Apucarana,False,20230109
156,0009192-77.2016.8.16.0194,(Dúvida/exame de competência),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925631a5d5f814bba5039f2080de8d041cd56b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
10ª CÂMARA CÍVEL",,,,False,
157,0074732-62.2022.8.16.0000,(Dúvida/exame de competência),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925633be76f8f86bd16454cc20cbe53bdede5b0c8c3cf6544d248,20230109,"EXAME DE COMPETÊNCIA. AGRAVO DE INSTRUMENTO. AÇÃO DE INDENIZAÇÃO POR DANOS MATERIAIS. ATRASO NA ENTREGA DO IMÓVEL E CLÁUSULAS CONTRATUAIS ABUSIVAS. RELAÇÃO JURÍDICA LITIGIOSA DERIVADA DE COMPRA E VENDA. PRIMEIRA DISTRIBUIÇÃO HAVIDA APÓS A ENTRADA EM VIGOR DA EMENDA REGIMENTAL Nº 16/2022. TEMPUS REGIT ACTUM. REDISTRIBUIÇÃO NA FORMA DO ARTIGO 110, INCISO, INCISO VIII, ALÍNEA “A”, DO RITJPR. PRECEDENTES. Considerando que a causa de pedir e os pedidos contidos na inicial referem-se ao cumprimento de contrato de compra e venda de imóvel, a competência para a apreciação e julgamento do recurso é das câmaras especializadas em contrato de compra e venda de imóvel, a teor do art. 110, inciso VIII, alínea “a”, do RITJPR, considerando o princípio Tempus Regit Actum, que conduz à aplicação das regras vigentes no momento da primeira distribuição. EXAME DE COMPETÊNCIA ACOLHIDO. I - RELATÓRIO",,,,False,
158,0041017-41.2009.8.16.0014,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925631c0c74779ce730f9ec54ac705a3b031eb0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
13ª CÂMARA CÍVEL",13ª Câmara Cível,Luiz Henrique Miranda,Londrina,False,20230109
159,0047532-80.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925633a19c8d6e40148051d8c17947faf61b9b0c8c3cf6544d248,20230109,DECISÃO MONOCRÁTICA. AGRAVO DE INSTRUMENTO.AÇÃO CIVIL PÚBLICA DE IMPROBIDADE ADMINISTRATIVA. DECISÃO QUE CORRETAMENTE AFASTOU A PRESCRIÇÃO INTERCORRENTE. IRRETROATIVIDADE DO NOVO REGIME PRESCRICIONAL PREVISTO NA LEI Nº. 14.230/2021. EXEGESE DO TEMA 1.199 COM REPERCUSSÃO GERAL RECONHECIDA PELO SUPREMO TRIBUNAL FEDERAL. RECURSO CONHECIDO E DESPROVIDO.,4ª Câmara Cível,Hamilton Rafael Marins Schwartz,Ibiporã,False,20230109
160,0047341-35.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563095afee6a9eaa265afe8b279ff3d9d8fb0c8c3cf6544d248,20230109,DECISÃO MONOCRÁTICA. AGRAVO DE INSTRUMENTO.AÇÃO CIVIL PÚBLICA DE IMPROBIDADE ADMINISTRATIVA. DECISÃO QUE CORRETAMENTE AFASTOU A PRESCRIÇÃO INTERCORRENTE. IRRETROATIVIDADE DO NOVO REGIME PRESCRICIONAL PREVISTO NA LEI Nº. 14.230/2021. EXEGESE DO TEMA 1.199 COM REPERCUSSÃO GERAL RECONHECIDA PELO SUPREMO TRIBUNAL FEDERAL. RECURSO CONHECIDO E DESPROVIDO.,4ª Câmara Cível,Hamilton Rafael Marins Schwartz,Ibiporã,False,20230109
161,0051603-28.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925632b7aa810dbe155095bce1bf63ddea135b0c8c3cf6544d248,20230109,"AGRAVO DE INSTRUMENTO – EXECUÇÃO FISCAL – DECISÃO QUE INDEFERIU O PEDIDO DE JUSTIÇA GRATUITA. 1. Recurso inadmissível – Valor da execução fiscal que não excede a 50 (cinquenta) ORTN’s (art. 34 da Lei nº 6830/80) – Precedentes do STJ e desta Corte. 2. Decisão monocrática, com base no art. 932, III, do CPC. RECURSO NÃO CONHECIDO.",3ª Câmara Cível,Octavio Campos Fischer,Ponta Grossa,False,20230109
162,0057073-40.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256380f4708961746c4e5bce1bf63ddea135b0c8c3cf6544d248,20230109,"AVENIDA PRESIDENTE KENNEDY, 2268 - Não informado - PALOTINA/PR - CEP: 85.950-000 AGRAVO DE INSTRUMENTO – AÇÃO REVISIONAL DE CONTRATOS E CONTA BANCÁRIA C/C ANULATÓRIA DE NEGÓCIO JURIDICO E PEDIDO DE TUTELA DE URGÊNCIA – DECISÃO QUE NEGOU O PEDIDO DE TUTELA DE URGÊNCIA. 1. Agravante que pretende a reforma da decisão que não concedeu a tutela de urgência – Novo pedido perante o juízo de origem – Juízo “a quo” que concedeu a tutela para suspender os efeitos da mora –Perda superveniente do objeto do recurso – Recurso prejudicado. 2. Decisão monocrática, com base no art. 932, III, do CPC. RECURSO PREJUDICADO.",3ª Câmara Cível,Octavio Campos Fischer,Assis Chateaubriand,False,20230109
163,0062352-07.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563e74a0fb519c5757bec54ac705a3b031eb0c8c3cf6544d248,20230109,"RUA DUQUE DE CAXIAS, 635 CENTRO CIVICO - JARDIM MAZZEI II - LONDRINA/PR - CEP: 86.015-901 AGRAVO DE INSTRUMENTO – EXECUÇÃO FISCAL – DECISÃO QUE INDEFERIU O RECONHECIMENTO DE IMPENHORABILIDADE DOS VALORES CONSTRITOS EM CONTA CORRENTE. 1. Recurso inadmissível – Valor da execução fiscal que não excede a 50 (cinquenta) ORTN’s (art. 34 da Lei nº 6830/80) – Precedentes do STJ e desta Corte. 2. Decisão monocrática, com base no art. 932, III, do CPC. RECURSO NÃO CONHECIDO.",3ª Câmara Cível,Octavio Campos Fischer,Londrina,False,20230109
164,0008688-61.2022.8.16.00002,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563c60b3129a75e9f1ec24ca277cc503138b0c8c3cf6544d248,20230109,"JULGAMENTO MONOCRÁTICO. EMBARGOS DE DECLARAÇÃO. VÍCIO INDICADO DE CONTRADIÇÃO. FUNDAMENTAÇÃO DA DECISÃO INTERLOCUTÓRIA COMPLETA, CLARA E LINEAR QUANTO A PERDA PARCIAL DO OBJETO DA DEMANDA. PRETENSÃO DO EMBARGANTE DE REDISCUSSÃO DA MATÉRIA. MERO INCONFORMISMO COM O JULGADO. IMPOSSIBILIDADE DE REVISÃO DO ARGUIDO “ERROR IN JUDICANDO”. PREQUESTIONAMENTO. ART. 1.025 DO NCPC. EMBARGOS CONHECIDOS E NÃO ACOLHIDOS. I – RELATÓRIO",14ª Câmara Cível,Cristiane Santos Leite,Curitiba,False,20230109
165,0074626-03.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925637b0b1616a8146274154d402a845489d1b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
3ª CÂMARA CRIMINAL",3ª Câmara Criminal,Mario Nini Azzolini,* Não definida,False,20230109
166,0003401-63.2022.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918ad8c5b63c075dd0ab0916c69d42af49cfa909f8bf88bec55,20230109,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SOCIEDADE ECONOMIA MISTA. COPEL. RESPONSABILIDADE CIVIL. AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS. LEGITIMIDADE ATIVA. INTERRUPÇÃO DO FORNECIMENTO DE ENERGIA ELÉTRICA POR SETE DIAS. TEORIA DA RESPONSABILIDADE CIVIL OBJETIVA. APLICABILIDADE. FALHA NA PRESTAÇÃO DE SERVIÇO RECONHECIDA AO NÃO OBSERVAR PRAZO PARA RELIGAÇÃO. INTELIGÊNCIA DO ARTIGO 176 DA RESOLUÇÃO NORMATIVA N.º 414/10 DA ANEEL. DANO MORAL CONFIGURADO. DEVER DE INDENIZAR. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Maringá,False,20230109
167,0002687-06.2022.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae72691840bbd0c3775c9f80afe8b279ff3d9d8ffa909f8bf88bec55,20230109,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SOCIEDADE ECONOMIA MISTA. COPEL. RESPONSABILIDADE CIVIL. AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS. SENTENÇA DE IMPROCEDÊNCIA. INTERRUPÇÃO DO FORNECIMENTO DE ENERGIA ELÉTRICA POR SETE DIAS. TEORIA DA RESPONSABILIDADE CIVIL OBJETIVA. APLICABILIDADE. FALHA NA PRESTAÇÃO DE SERVIÇO RECONHECIDA AO NÃO OBSERVAR PRAZO PARA RELIGAÇÃO. INTELIGÊNCIA DO ARTIGO 176 DA RESOLUÇÃO NORMATIVA N.º 414/10 DA ANEEL. DANO MORAL CONFIGURADO. DEVER DE INDENIZAR. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Maringá,False,20230109
168,0016260-48.2021.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918f35777a14724fb98154d402a845489d1fa909f8bf88bec55,20230109,RECURSO INOMINADO. SOCIEDADE ECONOMIA MISTA. COPEL. RESPONSABILIDADE CIVIL. AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS. INSURGÊNCIA RECURSAL PARTE AUTORA. LEGITIMIDADE ATIVA RECONHECIDA. CONSUMIDORA POR EQUIPARAÇÃO. MÉRITO. INTERRUPÇÃO DO FORNECIMENTO DE ENERGIA ELÉTRICA POR QUATRO DIAS. TEORIA DA RESPONSABILIDADE CIVIL OBJETIVA. APLICABILIDADE. FALHA NA PRESTAÇÃO DE SERVIÇO RECONHECIDA AO NÃO OBSERVAR PRAZO PARA RELIGAÇÃO. INTELIGÊNCIA DO ARTIGO 176 DA RESOLUÇÃO NORMATIVA N.º 414/10 DA ANEEL. DANO MORAL CONFIGURADO. DEVER DE INDENIZAR. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Maringá,False,20230109
169,0005599-69.2015.8.16.0131,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563b7327d08bb61b28c1d8c17947faf61b9b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
3ª CÂMARA CÍVEL",3ª Câmara Cível,Octavio Campos Fischer,Pato Branco,False,20230109
170,0055102-20.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563a95f4bac7eda36c9b0916c69d42af49cb0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
6ª CÂMARA CÍVEL",6ª Câmara Cível,Robson Marques Cury,Assis Chateaubriand,False,20230109
171,0044389-83.2022.8.16.00001,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925637e1377979036cc235bce1bf63ddea135b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
6ª CÂMARA CÍVEL",6ª Câmara Cível,Robson Marques Cury,Curitiba,False,20230109
172,0011284-73.2013.8.16.0116,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563fff04063a7bcdde7afe8b279ff3d9d8fb0c8c3cf6544d248,20230109,"APELAÇÃO CÍVEL – EXECUÇÃO FISCAL – VALOR DA CAUSA INFERIOR A 50 ORTN’S – RECURSO CABÍVEL – EMBARGOS INFRINGENTES – INTELIGÊNCIA DO ARTIGO 34 DA LEI Nº 6.830/80 – ENUNCIADO Nº 16 DAS CÂMARAS DE DIREITO TRIBUTÁRIO – PRECEDENTES DO EGRÉGIO SUPERIOR TRIBUNAL DE JUSTIÇA E DESTA 1ª CÂMARA CÍVEL – RECURSO NÃO CONHECIDO. I - Trata-se de recurso de apelação interposto contra a sentença constante do mov. 29.1, integrada pelas decisões de movs. 36.1, 50.1 e 75.1, proferida pela MMª. Juíza de Direito da Vara da Fazenda Pública da Comarca de Matinhos, em execução fiscal, autos sob nº 11284- 73.2013.8.16.0116, por meio da qual julgou extinto o feito “…nos termos do Artigo 26 da Lei 6.830/80, cumulada com o Artigo 485, inciso VIII, do Código de Processo Civil, condenando o Município exequente ao pagamento das custas processuais, as quais deverão sofrer redução de 20%, com base no artigo 23 da Lei 6.149/70, isentando-o do recolhimento do FUNREJUS, nos termos do artigo 3º do Decreto 962/1932.”, mov. 29.1, fl. 04. Alega o apelante, em síntese, mov. 78.1, que “Da análise dos autos, é possível observar, então, que o caso em tela se refere a situação na qual a apelada/exequente propõe a execução erroneamente, quando ausente os requisitos capazes de legitimar a cobrança do imposto. Logo em que pese o pedido de desistência, o processo deveria ter sido extinto por fundamento diverso, com resolução de mérito.",1ª Câmara Cível,Guilherme Luiz Gomes,Matinhos,False,20230109
173,0071028-41.2022.8.16.00001,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563dec78246cbf5e45dc24ca277cc503138b0c8c3cf6544d248,20230109,"CEP: 83.900-000 AGRAVO INTERNO INTERPOSTO CONTRA DECISÃO MONOCRÁTICA QUE DEFERIU O EFEITO ATIVO PRETENDIDO EM SEDE DE RECURSO DE AGRAVO DE INSTRUMENTO, PARA O FIM DE AUTORIZAR A REINTEGRAÇÃO DE POSSE DE VEICULO AUTOMOTOR. 1. Reintegração de posse deferida em ação rescisória – Embargos de terceiro – Terceira de boa-fé adquirente do veículo – Aquisição do veículo anterior a propositura da ação rescisória – Ausência de restrição de venda no momento da compra – Manutenção da embargante na posse do bem – Revogação da liminar de reintegração de posse. 2. Exercido juízo de retratação (art. 1.021, § 2º do CPC/15). RECURSO PROVIDO.",3ª Câmara Cível,Octavio Campos Fischer,São Mateus do Sul,False,20230109
174,0071019-79.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925637c2a3e653718c0868919ad108f3a0e82b0c8c3cf6544d248,20230109,PODER JUDICIÁRIO,16ª Câmara Cível,Lauro Laertes de Oliveira,Arapongas,False,20230109
175,0006333-69.2019.8.16.0037,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925634d28875b770f01195bce1bf63ddea135b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
13ª CÂMARA CÍVEL",13ª Câmara Cível,Fernando Ferreira de Moraes,Campina Grande do Sul,False,20230109
176,0000171-33.2023.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563a8766856fa270a88a50b6147d9c2b063b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
3ª CÂMARA CRIMINAL",3ª Câmara Criminal,Mario Nini Azzolini,Palmital,False,20230109
177,0078431-61.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256370607b3d73fc50ad154d402a845489d1b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
3ª CÂMARA CRIMINAL",3ª Câmara Criminal,Mario Nini Azzolini,* Não definida,False,20230109
178,0069748-35.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925630cd6a610b20c329fc24ca277cc503138b0c8c3cf6544d248,20230109,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
RECLAMAÇÃO CÍVEL Nº 0069748-35.2022.8.16.0000, DO FORO CENTRAL DA
COMARCA DA REGIÃO METROPOLITANA DE CURITIBA – 1ª VARA
DESCENTRALIZADA DO BAIRRO NOVO (SÍTIO CERCADO) DO JUIZADO ESPECIAL
CÍVEL
RECLAMANTE: VALDEMIR MAMEDE BARTH
RECLAMADA: PRIMEIRA TURMA RECURSAL DOS JUIZADOS ESPECIAIS DO
TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
INTERESSADA: PRIME MOTORS COMÉRCIO DE VEÍCULOS EIRELI
RELATOR: DES. GUILHERME FREIRE TEIXEIRA",4ª Seção Cível,Guilherme Freire de Barros Teixeira,Curitiba,False,20230109
179,0002507-42.2020.8.16.0088,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269187872bf77068ba126afe8b279ff3d9d8ffa909f8bf88bec55,20230109,"DECISÃO MONOCRÁTICA. RECURSO INOMINADO. AÇÃO DE REPETIÇÃO DE INDÉBITO TRIBUTÁRIO. COBRANÇA DE IPTU SOBRE TERRENO LOCALIZADO NO “LOTEAMENTO BARRA DO SAÍ”, NO MUNICÍPIO DE GUARATUBA. SENTENÇA DE PROCEDÊNCIA. INSURGÊNCIA RECURSAL DO MUNICÍPIO. ALEGAÇÃO DE CONTRADIÇÃO NA SENTENÇA RELATIVAMENTE ÀS INFORMAÇÕES CONSTANTES NA CERTIDÃO DE ÓBITO DA GENITORA DA PARTE AUTORA. MATÉRIA QUE DESAFIAVA EMBARGOS DE DECLARAÇÃO E QUE NÃO FORAM TEMPESTIVAMENTE OPOSTOS NA ORIGEM. IMPOSSIBILIDADE DE CONHECIMENTO DO RECURSO NESTE TOCANTE. REQUERIMENTO DE EXTINÇÃO DO FEITO, SEM O JULGAMENTO DO MÉRITO, ANTE A ALEGAÇÃO DE AUSÊNCIA DE CONDIÇÕES DA AÇÃO E FUNDAMENTAÇÃO ACERCA DA NECESSIDADE DE LITISCONSÓRCIO ATIVO NECESSÁRIO. QUESTÕES NÃO SUSCITADAS ANTERIORMENTE. CONTESTAÇÃO QUE EM SEDE PRELIMINAR LIMITOU-SE EM ALEGAR A ILEGITIMADE DA PARTE AUTORA EM RAZÃO DE NÃO SER A TITULAR DA AÇÃO E TRAÇAR FUNDAMENTAÇÃO GENÉRICA SOBRE EVENTUAL EXISTÊNCIA DE OUTRO HERDEIRO. INOVAÇÃO RECURSAL. IMPOSSIBILIDADE DE CONHECIMENTO DO RECURSO SOB PENA DE SUPRESSÃO DE INSTÂNCIA. Recurso não conhecido.",3ª Turma Recursal Suplementar dos Juizados Especiais,Fernando Andreoni Vasconcellos,Guaratuba,False,20230109
180,0077650-39.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925633b38f7ed130bf174a50b6147d9c2b063b0c8c3cf6544d248,20230109,"PODER JUDICIÁRIO DO ESTADO DO PARANÁ
15ª CÂMARA CÍVEL
Gabinete Desembargador Luiz Carlos Gabardo
Órgão Julgador : 15ª Câmara Cível do Tribunal de Justiça do Estado do Paraná
Relator : DESEMBARGADOR LUIZ CARLOS GABARDO
Origem : 2ª Vara Cível de São José dos Pinhais
Recurso : 0077650-39.2022.8.16.0000
Classe Processual : Mandado de Segurança Cível
Impetrante(s) : TANYA MARA JUCK CÔRTES
Impetrado(s) : Juiz de Direito da 2ª Vara Cível do Foro de São José dos Pinhais/PR",15ª Câmara Cível,Luiz Carlos Gabardo,São José dos Pinhais,False,20230109
181,0000265-78.2023.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925638f67b50d88731806ec54ac705a3b031eb0c8c3cf6544d248,20230109,"EMENTA – DIREITO PROCESSUAL PENAL. “HABEAS CORPUS”. PEDIDO REVOGAÇÃO DA PRISÃO PREVENTIVA OU DE RELAXAMENTO DA PRISÃO. PLEITOS NÃO FORMULADOS NO JUÍZO DE ORIGEM. SUPRESSÃO DE INSTÂNCIA. NÃO CONHECIMENTO. 1. Não sendo formulado pedido de liberdade provisória, revogação ou relaxamento da prisão cautelar decretada, em primeiro grau de jurisdição, não se justifica a apreciação da questão pela Corte revisora, sob pena de configuração de indevida supressão de instância com violação ao princípio do duplo grau de jurisdição. 2. “Habeas Corpus” não conhecido (art. 182, XII, RI c/c art. 666/CPP).",1ª Câmara Criminal,Francisco Carlos Jorge,Wenceslau Braz,False,20230109
